Column1;song;track_n;album;year;lyric;decade
342;Summer Days;3;Love and theft;2001;summer days  summer nights are gone summer days and the summer nights are gone i know a place where there still something going on i got a house on a hill  i got hogs out in the mud i got a house on a hill  i got hogs all out in the mud got a long haired woman  she got royal indian blood everybody get ready to lift up your glasses and sing everybody get ready to lift up your glasses and sing well  i am standing on the table  i am proposing a toast to the king well i am driving in the flats in a cadillac car the girls all say     you are a worn out star    my pockets are loaded and i am spending every dime how can you say you love someone else when you know it me all the time  well  the fog so thick you can not spy the land the fog is so thick that you can not even spy the land what good are you anyway  if you can not stand up to some old businessman  wedding bells are ringing  the choir is beginning to sing yes  the wedding bells are ringing and the choir beginning to sing what looked good in the day  at night is another thing she looking into my eyes  she a holding my hand she looking into my eyes  she holding my hand she said     you can not repeat the past     i said     you can not  what do you mean you can not  of course you can     where do you come from  where do you go  sorry that nothing you would need to know well  my back has been to the wall for so long  it seems like it stuck why do not you break my heart one more time just for good luck  i got eight carburetors  boys i am using  em all well  i got eight carburetors and boys  i am using  em all i am short on gas  my motor starting to stall my dogs are barking  there must be someone around my dogs are barking  there must be someone around i got my hammer ringing  pretty baby  but the nails ai not going down you got something to say  speak or hold your peace well  you got something to say  speak now or hold your peace if it information you want you can go get it from the police politician got on his jogging shoes he must be running for office  got no time to lose he sucking the blood out of the genius of generosity you been rolling your eyes   you been teasing me standing by god river  my soul is beginning to shake standing by god river  my soul is beginning to shake i am counting on you love  to give me a break well  i am leaving in the morning as soon as the dark clouds lift yes  i am leaving in the morning just as soon as the dark clouds lift gonn  break the roof in   set fire to the place as a parting gift summer days  summer nights are gone summer days  summer nights are gone i know a place where there still something going on;2000s
343;Bye and Bye;4;Love and theft;2001;bye and bye  i am breathin  a lover sigh i am sittin  on my watch so i can be on time i am singin  love praises with sugar coated rhyme bye and bye  on you i am casting my eye i am paintin  the town   swinging my partner around i know who i can depend on  i know who to trust i am watchin  the roads  i am studying the dust i am paintin  the town making my last go round well  i am scufflin  and i am shufflin  and i am walkin  on briars i am not even acquainted with my own desires i am rollin  slow   i am doing all i know i am tellin  myself i found true happiness that i have still got a dream that has not been repossessed i am rollin  slow  goin  where the wild roses grow well the future for me is already a thing of the past you were my first love and you will be my last papa gone mad  mamma  she feeling sad i am gonna baptize you in fire so you can sin no more i am gonna establish my rule through civil war gonna make you see just how loyal and true a man can be;2000s
344;Lonesome Day Blues;5;Love and theft;2001;well  today has been a sad ol  lonesome day yeah  today has been a sad ol  lonesome day i am just sitting here thinking with my mind a million miles away well  they are doing the double shuffle  throwing sand on the floor they are doing the double shuffle  they are throwing sand on the floor when i left my long time darling she was standing in the door well  my pa he died and left me  my brother got killed in the war well  my pa he died and left me  my brother got killed in the war my sister  she ran off and got married never was heard of any more samantha brown lived in my house for about four or five months samantha brown lived in my house for about four or five months do not know how it looked to other people i never slept with her even once well  the road washed out   weather not fit for man or beast yeah the road washed out   weather not fit for man or beast funny  how the things you have the hardest time parting with are the things you need the least i am forty miles from the mill   i am dropping it into overdrive i am forty miles from the mill   i am dropping it into overdrive setting my dial on the radio i wish my mother was still alive i see your lover man coming   coming across the barren field i see your lover man coming   coming across the barren field he not a gentleman at all   he rotten to the core he a coward and he steals well my captain he decorated   he well schooled and he skilled my captain  he decorated   he well schooled and he skilled he not sentimental   do not bother him at all how many of his pals have been killed last night the wind was whispering  i was trying to make out what it was last night the wind was whispering something   i was trying to make out what it was i tell myself something coming but it never does i am gonna spare the defeated   i am gonna speak to the crowd i am gonna spare the defeated  boys  i am going to speak to the crowd i am going to teach peace to the conquered i am gonna tame the proud well the leaves are rustling in the wood   things are falling off of the shelf leaves are rustling in the wood   things are falling off the shelf you gonna need my help  sweetheart you can not make love all by yourself;2000s
345;Floater (Too Much to Ask);6;Love and theft;2001;down over the window comes the dazzling sunlit rays through the back alleys   through the blinds another one of them endless days honey bees are buzzing leaves begin to stir i am in love with my second cousin i tell myself i could be happy forever with her i keep listening for footsteps but i ai not hearing any from the boat i fish for bullheads i catch a lot  sometimes too many a summer breeze is blowing a squall is settin  in sometimes it just plain stupid to get into any kind of wind the old men  round here  sometimes they get on bad terms with the younger men but old  young  age do not carry weight it does not matter in the end one of the boss  hangers on comes to call at times you least expect try to bully ya   strong arm you   inspire you with fear it has the opposite effect there a new grove of trees on the outskirts of town the old one is long gone timber two foot six across burns with the bark still on they say times are hard  if you do not believe it you can just follow your nose it do not bother me   times are hard everywhere we will just have to see how it goes my old man  he like some feudal lord got more lives than a cat never seen him quarrel with my mother even once things come alive or they fall flat you can smell the pinewood burning you can hear the school bell ring gotta get up near the teacher if you can if you wanna learn anything romeo  he said to juliet     you got a poor complexion it does not give your appearance a very youthful touch    juliet said back to romeo     why do not you just shove off if it bothers you so much    they all got out of here any way they could the cold rain can give you the shivers they went down the ohio  the cumberland  the tennessee all the rest of them rebel rivers if you ever try to interfere with me or cross my path again you do so at the peril of your own life i am not quite as cool or forgiving as i sound i have seen enough heartaches and strife my grandfather was a duck trapper he could do it with just dragnets and ropes my grandmother could sew new dresses out of old cloth i do not know if they had any dreams or hopes i had them once though  i suppose  to go along with all the ring dancing christmas carols on all of the christmas eves i left all my dreams and hopes buried under tobacco leaves it not always easy kicking someone out gotta wait a while   it can be an unpleasant task sometimes somebody wants you to give something up and tears or not  it too much to ask;2000s
346;High Water (For Charley Patton);7;Love and theft;2001;high water risin  risin  night and day all the gold and silver are being stolen away big joe turner lookin  east and west from the dark room of his mind he made it to kansas city twelfth street and vine nothing standing there high water everywhere high water risin  the shacks are slidin  down folks lose their possessions folks are leaving town bertha mason shook it  broke it then she hung it on a wall says   you are dancin  with whom they tell you to or you do not dance at all   it tough out there high water everywhere i got a cravin  love for blazing speed got a hopped up mustang ford jump into the wagon  love throw your panties overboard i can write you poems make a strong man lose his mind i am no pig without a wig i hope you treat me kind things are breakin  up out there high water everywhere high water risin  six inches  bove my head coffins droppin  in the street like balloons made out of lead water pourin  into vicksburg do not know what i am going to do  do not reach out for me   she said  ca not you see i am drownin  too   it rough out there high water everywhere well  george lewis told the englishman the italian and the jew  you can not open your mind  boys to every conceivable point of view   they got charles darwin trapped out there on highway five judge says to the high sheriff  i want him dead or alive either one  i do not care   high water everywhere the cuckoo is a pretty bird she warbles as she flies i am preachin  the word of god i am puttin  out your eyes i asked fat nancy for something to eat she said   take it off the shelf as great as you are  man you will never be greater than yourself   i told her i did not really care high water everywhere i am getting  up in the morning i believe i will dust my broom keeping away from the women i am givin   em lots of room thunder rolling over clarksdale everything is looking blue i just can not be happy  love unless you are happy too it bad out there high water everywhere;2000s
347;Moonlight;8;Love and theft;2001;the seasons they are turning and my sad heart is yearning to hear again the songbird sweet melodious tone wo not you meet me out in the moonlight alone  the dusky light  the day is losing  orchids  poppies  black eyed susan the earth and sky that melts with flesh and bone wo not you meet me out in the moonlight alone  the air is thick and heavy all along the levy where the geese into the countryside have flown wo not you meet me out in the moonlight alone  well  i am preaching peace and harmony the blessings of tranquility yet i know when the time is right to strike i will take you cross the river dear you have no need to linger here i know the kinds of things you like the clouds are turning crimson   the leaves fall from the limbs an  the branches cast their shadows over stone wo not you meet me out in the moonlight alone  the boulevards of cypress trees  the masquerades of birds and bees the petals  pink and white  the wind has blown wo not you meet me out in the moonlight alone  the trailing moss and mystic glow purple blossoms soft as snow my tears keep flowing to the sea doctor  lawyer  indian chief it takes a thief to catch a thief for whom does the bell toll for  love  it tolls for you and me my pulse is running through my palm   the sharp hills are rising from the yellow fields with twisted oaks that groan wo not you meet me out in the moonlight alone ;2000s
348;Honest with Me;9;Love and theft;2001;well  i am stranded in the city that never sleeps some of these women they just give me the creeps i am avoidin  the southside the best i can these memories i got  they can strangle a man well i came ashore in the dead of the night lot of things can get in the way when you are tryin  to do what right you do not understand it   my feelings for you you would be honest with me if only you knew i am not sorry for nothin  i have done i am glad i fought   i only wish we would won the siamese twins are comin  to town people can not wait   they are gathered around when i left my home the sky split open wide i never wanted to go back there   i would rather have died you do not understand it   my feelings for you you would be honest with me if only you knew my woman got a face like a teddy bear she tossin  a baseball bat in the air the meat is so tough you can not cut it with a sword i am crashin  my car  trunk first into the boards you say my eyes are pretty and my smile is nice well  i will sell it to ya at a reduced price you do not understand it   my feelings for you you would be honest with me  if only you knew some things are too terrible to be true i will not come here no more if it bothers you the southern pacific leaving me at nine forty five i am having a hard time believin  some people were ever alive i am stark naked  but i do not care i am going off into the woods  i am huntin  bare you do not understand it   my feelings for you well  you would be honest with me if only you knew i am here to create the new imperial empire i am going to do whatever circumstances require i care so much for you   did not think that i could i can not tell my heart that you are no good well  my parents they warned me not to waste my years and i still got their advice oozing out of my ears you do not understand it   my feelings for you well  you would be honest with me if only you knew;2000s
349;Po' Boy;10;Love and theft;2001;man comes to the door   i say     for whom are you looking     he says     your wife     i say     she busy in the kitchen cooking    poor boy   where you been  i already told you   will not tell you again i say     how much you want for that     i go into the store the man says     three dollars        all right     i say     will you take four     poor boy   never say die things will be all right by and by been working on the mainline   working like the devil the game is the same   it just on a different level poor boy   dressed in black police at your back poor boy in a red hot town out beyond the twinkling stars riding first class trains   making the rounds trying to keep from falling between the cars othello told desdemona     i am cold  cover me with a blanket by the way  what happened to that poison wine     she says     i gave it to you  you drank it    poor boy  laying them straight   picking up the cherries falling off the plate time and love has branded me with its claws had to go to florida  dodging them georgia laws poor boy  in the hotel called the palace of gloom calls down to room service  says send up a room my mother was a daughter of a wealthy farmer my father was a traveling salesman  i never met him when my mother died  my uncle took me in   he ran a funeral parlor he did a lot of nice things for me and i will not forget him all i know is that i am thrilled by your kiss i do not know any more than this poor boy  picking up sticks build you a house out of mortar and bricks knocking on the door  i say     who is it and where are you from     man says     freddy     i say     freddy who     he says     freddy or not here i come    poor boy beneath the stars that shine washing them dishes  feeding them swine;2000s
350;Cry a While;11;Love and theft;2001;well  i had to go down and see a guy named mr  goldsmith a nasty  dirty  double crossin   backstabbin  phony i did not wanna have to be dealin  with but i did it for you and all you gave me was a smile well  i cried for you   now it your turn to cry awhile i do not carry deadweight   i am no flash in the pan all right  i will set you straight  can not you see i am a union man  i am lettin  the cat out of the cage  i am keeping a low profile well  i cried for you   now it your turn  you can cry awhile feel like a fighting rooster   feel better than i ever felt but the pennsylvania line in an awful mess and the denver road is about to melt i went to the church house  every day i go an extra mile well  i cried for you   now it your turn  you can cry awhile last night  cross the alley there was a pounding on the walls it must have been don pasqualli makin  a two a m  booty call to break a trusting heart like mine was just your style well  i cried for you   now it your turn to cry awhile i am on the fringes of the night  fighting back tears that i can not control some people they ai not human  they got no heart or soul well  i am crying to the lord   i am tryin  to be meek and mild yes  i cried for you   now it your turn  you can cry awhile well  there preachers in the pulpits and babies in the cribs i am longin  for that sweet fat that sticks to your ribs i am gonna buy me a barrel of whiskey   i will die before i turn senile well  i cried for you   now it your turn  you can cry awhile well  you bet on a horse and it ran on the wrong way i always said you would be sorry and today could be the day i might need a good lawyer  could be your funeral  my trial well  i cried for you  now it your turn  you can cry awhile;2000s
351;Sugar Baby;12;Love and theft;2001;i got my back to the sun  cause the light is too intense i can see what everybody in the world is up against you can not turn back   you can not come back  sometimes we push too far one day you will open up your eyes and you will see where we are sugar baby get on down the road you ai not got no brains  no how you went years without me might as well keep going now some of these bootleggers  they make pretty good stuff plenty of places to hide things here if you wanna hide  em bad enough i am staying with aunt sally  but you know  she not really my aunt some of these memories you can learn to live with and some of them you can not sugar baby get on down the line you ai not got no brains  no how you went years without me you might as well keep going now the ladies down in darktown  they are doing the darktown strut you always got to be prepared but you never know for what there ai not no limit to the amount of trouble women bring love is pleasing  love is teasing  love not an evil thing sugar baby  get on down the road you ai not got no brains  no how you went years without me you might as well keep going now every moment of existence seems like some dirty trick happiness can come suddenly and leave just as quick any minute of the day the bubble could burst try to make things better for someone  sometimes  you just end up making it a thousand times worse sugar baby  get on down the road you ai not got no brains  no how you went years without me might as well keep going now your charms have broken many a heart and mine is surely one you got a way of tearing the world apart  love  see what you done just as sure as we are living  just as sure as you are born look up  look up   seek your maker    fore gabriel blows his horn sugar baby  get on down the line you ai not got no sense  no how you went years without me might as well keep going now;2000s
352;Here Comes Santa Claus;1;Christmas in the heart;2006;here comes santa claus  here comes santa claus right down santa claus lane vixen and blitzen and all his reindeer are pulling on the reins bells are ringing  children singing all is merry and bright hang your stockings  say your prayers  cause santa claus comes tonight here comes santa claus  here comes santa claus right down santa claus lane he got a bag that is filled with toys for boys and girls again hear those sleigh bells jingle jangle what a beautiful sight so jump in bed  cover your head  cause santa claus comes tonight here comes santa claus  here comes santa claus right down santa claus lane he does not care if you are rich or poor for he loves you just the same santa claus knows that we are god children that makes everything right fill your hearts with the christmas cheer  cause santa claus comes tonight here comes santa claus  here comes santa claus right down santa claus lane he will come around when the chimes ring out when it christmas morn again peace on earth will come to all if we just follow the light fill your hearts with christmas cheer  cause santa clause comes tonight peace on earth will come to all if we just follow the light let give thanks to the lord above  cause santa clause comes tonight  cause santa clause comes tonight let give thanks to the lord above  cause santa clause comes tonight tonight  tonight;2000s
353;Thunder on the Mountain;1;Modern times;2006;thunder on the mountain  fires on the moon there a ruckus in the alley and the sun will be here soon today the day  gonna grab my trombone and blow well  there hot stuff here and it everywhere i go i was thinking   bout alicia keys  could not keep from crying when she was born in hell kitchen  i was living down the line i am wondering where in the world alicia keys could be i have been looking for her even clear through tennessee feel like my soul is beginning to expand look into my heart and you will sort of understand you brought me here  now you are trying to run me away the writing on the wall  come read it  come see what it say thunder on the mountain  rolling like a drum gonna sleep over there  that where the music coming from i do not need any guide  i already know the way remember this  i am your servant both night and day the pistols are poppin  and the power is down i would like to try something  but i am so far from town the sun keeps shining  and the north wind keeps picking up speed gonna forget about myself for a while  gonna go out and see what others need i have been sitting down studying the art of love i think it will fit me like a glove i want some real good woman to do just what i say everybody got to wonder what the matter with this cruel world today thunder on the mountain rolling to the ground gonna get up in the morning walk the hard road down some sweet day i will stand beside my king i would not betray your love or any other thing gonna raise me an army  some tough sons of bitches i will recruit my army from the orphanages i been to st  herman church and i have said my religious vows i have sucked the milk out of a thousand cows i got the porkchops  she got the pie she ai not no angel and neither am i shame on your greed  shame on your wicked schemes i will say this  i do not give a damn about your dreams thunder on the mountain heavy as can be mean old twister bearing down on me all the ladies of washington scrambling to get out of town looks like something bad gonna happen better roll your airplane down everybody going and i want to go too do not wanna take a chance with somebody new i did all i could and i did it right there and then i have already confessed     no need to confess again gonna make a lot of money  gonna go up north i will plant and i will harvest what the earth brings forth the hammer on the table  the pitchfork on the shelf for the love of god  you ought to take pity on yourself songwriter   bob dylan;2000s
354;Do You Hear What I Hear?;2;Christmas in the heart;2006;said the night wind to the little lamb  do you see what i see  way up in the sky  little lamb do you see what i see  a star  a star  dancin  in the night with a tail as big as a kite with a tail as big as a kite  said the little lamb to the shepherd boy  do you hear what i hear  ringin  through the sky  shepherd boy do you hear what i hear  a song  a song  high above the tree with a voice as big as the sea with a voice as big as the sea  said the shepherd boy to the mighty king  do you know what i know  in your palace warm  mighty king do you know what i know  a child  a child shivers in the cold let us bring him silver and gold let us bring him silver and gold  said the king to the people everywhere  listen to what i say pray for peace  people everywhere listen to what i say a child  a child  sleeping in the night he will bring us goodness and light he will bring us goodness and light ;2000s
355;Spirit on the Water;2;Modern times;2006;spirit on the water darkness on the face of the deep i keep thinking about you baby i can not hardly sleep i am traveling by land traveling through the dawn of day you are always on my mind i can not stay away i would forgotten about you then you turned up again i always knew that we were meant to be more than friends when you are near it just as plain as it can be i am wild about you  gal you ought to be a fool about me ca not explain the sources of this hidden pain you burned your way into my heart you got the key to my brain i have been trampling through mud praying to the powers above i am sweating blood you got a face that begs for love life without you does not mean a thing to me if i can not have you i will throw my love into the deep blue sea sometimes i wonder why you can not treat me right you do good all day then you do wrong all night when you are with me i am a thousand times happier than i could ever say what does it matter what price i pay they brag about your sugar brag about it all over town put some sugar in my bowl i feel like laying down i am pale as a ghost holding a blossom on a stem you ever seen a ghost  no but you have heard of them i see you there i am blinded by the colors i see i take good care of what belongs to me i hear your name ringing up and down the line i am saying it plain these ties are strong enough to bind your sweet voice calls out from some old familiar shrine i got no choice ca not believe these things would ever fade from your mind i could live forever with you perfectly you do not ever have to make a fuss over me from east to west ever since the world began i only mean it for the best i want to be with you any way i can i been in a brawl now i am feeling the wall i am going away baby i will not be back    till fall high on the hill you can carry all my thoughts with you you have numbed my will this love could tear me in two i wanna be with you in paradise and it seems so unfair i can not go to paradise no more i killed a man back there you think i am over the hill you think i am past my prime let me see what you got we can have a whoppin  good time;2000s
356;Rollin' and Tumblin';3;Modern times;2006;i rolled and i tumbled  i cried the whole night long i rolled and i tumbled  i cried the whole night long woke up this morning   i must have bet my money wrong i got troubles so hard  i can not stand the strain i got troubles so hard  i just can not stand the strain some young lazy slut has charmed away my brains the landscape is glowing   gleaming  in the golden light of day the landscape is glowing   gleaming  in the gold light of day i am not holding nothing  back now  i am not standing  in anybody way well  i did all i know just to keep you off my mind well  i did all i know just to keep you off my mind well  i paid and i paid and my suffering  heart is always on the line well  i get up in the dawn and i go down and lay in the shade i get up in the dawn and i go down and lay in the shade i ai not nobody house boy  i ai not nobody well trained maid i am flat out spent  this woman has been driving  me to tears i am flat out spent  this woman she has been driving  me to tears this woman so crazy  i swear i ai not gonna touch another one for years well  the warm weather is coming  and the buds are on the vine the warm weather comin   the buds are on the vine ai not nothing so depressing as trying to satisfy this woman of mine i got up this morning   saw the rising sun return well  i got up this morning   seen the rising sun return sooner or later you too shall burn the night filled with shadows  the years are filled with early doom the night filled with shadows  the years are filled with early doom i have been conjuring up all these long dead souls from their crumbling  tombs let forgive each other darling   let go down to the greenwood glen let forgive each other darling   let go down to the greenwood glen let put our heads together  let put old matters to an end now i rolled and i tumbled and i cried the whole night long ah  i rolled and i tumbled  i cried the whole night long i woke up this morning  i think i must be traveling  wrong;2000s
357;Winter Wonderland;3;Christmas in the heart;2006; wonderland   winter wonderland   wonderland  sleigh bells ring  are you listening in the lane  snow is glistening a beautiful sight  we are happy tonight walking in a winter wonderland gone away is a bluebird in his place is a new bird he sings a love song as we go along walking in a winter wonderland in the meadow we can build a snowman and pretend that he is parson brown he will say   are you married   we will say   no  man  but you can do the job when you are in town later on  we will conspire as we dream by the fire to face unafraid the plans that we have made walking in a winter wonderland in the meadow we can build a snowman and pretend that he a circus clown we will have lots of fun with mister snowman until the other kids all knock him down when it snows  ai not it thrillin  though your nose gets a chillin  we will frolic and play  the eskimo way walking in a winter wonderland  ooh ;2000s
358;Hark the Herald Angels Sing;4;Christmas in the heart;2006;hark  the herald angels sing  glory to the newborn king peace on earth and mercy mild god and sinners reconciled joyful  all ye nations rise join the triumph of the skies with angelic host proclaim  christ is born in bethlehem   hark  the herald angels sing  glory to the newborn king   hark  the herald angels sing  glory to the newborn king peace on earth and mercy mild god and sinners reconciled joyful  all ye nations rise join the triumph of the skies with angelic host proclaim  christ is born in bethlehem   hark  the herald angels sing  glory to the newborn king  ;2000s
359;When the Deal Goes Down;4;Modern times;2006;in the still of the night  in the world ancient light where wisdom grows up in strife my bewildering brain  toils in vain through the darkness on the pathways of life each invisible prayer is like a cloud in the air tomorrow keeps turning around we live and we die  we know not why but i will be with you when the deal goes down we eat and we drink  we feel and we think far down the street we stray i laugh and i cry and i am haunted by things i never meant nor wished to say the midnight rain follows the train we all wear the same thorny crown soul to soul  our shadows roll and i will be with you when the deal goes down the moon gives light and shines by night i scarcely feel the glow we learn to live and then we forgive o er the road we are bound to go more frailer than the flowers  these precious hours that keep us so tightly bound you come to my eyes like a vision from the skies and i will be with you when the deal goes down i picked up a rose and it poked through my clothes i followed the winding stream i heard a deafening noise  i felt transient joys i know they are not what they seem in this earthly domain  full of disappointment and pain you will never see me frown i owe my heart to you  and that saying  it true and i will be with you when the deal goes down;2000s
360;I’ll Be Home for Christmas;5;Christmas in the heart;2006;i will be home for christmas you can plan on me please have snow and mistletoe and presents on the tree christmas eve will find me where the love light gleams i will be home for christmas if only in my dreams i will be home for christmas you can plan on me please have snow and mistletoe and presents on the tree christmas eve will find me where the love light gleams i will be home for christmas if only in my dreams;2000s
361;Someday Baby;5;Modern times;2006;i do not care what you do  i do not care what you say i do not care where you go or how long you stay someday baby  you are not going to worry po  me any more well you take my money and you turn me out you fill me up with nothing but self doubt someday baby  you are not going to worry po  me anymore when i was young  driving was my grave you drive me so hard  almost to the grave someday baby  you are not going to worry po  me anymore i am so hard pressed  my mind tied up in knots i keep recycling the same old thoughts someday baby you are not going to worry po  me anymore so many good things in life that i overlooked i do not know what to do now  you got me so hooked someday baby you are not going to worry po  me any more well  i do not want to brag  but i am going to ring your neck when all else fails i will make it a matter of self respect someday baby  you are not going to worry po  me any more you can take your clothes put him in a sack you gain  down the road  baby and you can not come back someday baby you are not going to worry po  me any more i try to be friendly  i try to be kind now i am gonna drive you from your home  just like i was driven from mine someday baby you are not going to worry po  me any more living this way is not a natural thing to do why was i born to love you  someday baby  you are not going to worry po  me any more;2000s
362;Little Drummer Boy;6;Christmas in the heart;2006;come they told me  pa rum pum pum pum a new born king to see  pa rum pum pum pum our finest gifts we bring  pa rum pum pum pum to lay before the king  pa rum pum pum pum rum pum pum pum rum pum pum pum and so to honor him  pa rum pum pum pum when we come little baby  pa rum pum pum pum i am a poor boy too  pa rum pum pum pum i have no gift to bring  pa rum pum pum pum that fit to give a king  pa rum pum pum pum rum pum pum pum rum pum pum pum shall i play for you  pa rum pum pum on my drum on my drum mary nodded  pa rum pum pum pum the ox and lamb kept time  pa rum pum pum pum i played my drum for him  pa rum pum pum i played my best for him  pa rum pum pum pum rum pum pum pum rum pum pum pum then he smiled at me  pa rum pum pum pum me and my drum me and my drum;2000s
363;Workingman's Blues #2;6;Modern times;2006;there an evening  haze settlin  over the town starlight by the edge of the creek the buyin  power of the proletariat gone down money gettin  shallow and weak the place i love best is a sweet memory it a new path that we trod they say low wages are a reality if we want to compete abroad my cruel weapons have been put on the shelf come sit down on my knee you are dearer to me than myself as you yourself can see i am listening  to the steel rails hum got both eyes tight shut just sitting here trying to keep the hunger from creeping it way into my gut meet me at the bottom  do not lag behind bring me my boots and shoes you can hang back or fight your best on the front line sing a little bit of these workingman blues now  i am sailing  on back  ready for the long haul tossed by the winds and the seas i will drag them all down to hell and i will stand them at the wall i will sell them to their enemies i am trying  to feed my soul with thought gonna sleep off the rest of the day sometimes no one wants what we got sometimes you can not give it away now the place is ringed with countless foes some of them may be deaf and dumb no man  no woman knows the hour that sorrow will come in the dark i hear the night birds call i can hear a lover breath i sleep in the kitchen with my feet in the hall sleep is like a temporary death well  they burned my barn  they stole my horse i can not save a dime i got to be careful  i do not want to be forced into a life of continual crime i can see for myself that the sun is sinking how i wish you were here to see tell me now  am i wrong in thinking that you have forgotten me  now they worry and they hurry and they fuss and they fret they waste your nights and days them i will forget but you i will remember always old memories of you to me have clung you have wounded me with words gonna have to straighten out your tongue it all true  everything you have heard in you  my friend  i find no blame wanna look in my eyes  please do no one can ever claim that i took up arms against you all across the peaceful sacred fields they will lay you low they will break your horns and slash you with steel i say it so it must be so now i am down on my luck and i am black and blue gonna give you another chance i am all alone and i am expecting you to lead me off in a cheerful dance got a brand new suit and a brand new wife i can live on rice and beans some people never worked a day in their life do not know what work even means;2000s
364;Beyond the Horizon;7;Modern times;2006;beyond the horizon  behind the sun at the end of the rainbow life has only begun in the long hours of twilight  neath the stardust above beyond the horizon it is easy to love my wretched heart pounding i felt an angel kiss my memories are drowning in mortal bliss beyond the horizon  in the springtime or fall love waits forever for one and for all beyond the horizon across the divide  round about midnight  we will be on the same side down in the valley the water runs cold beyond the horizon someone prayed for your soul i am touched with desire what do not i do  i will throw the logs on the fire i will build my world around you beyond the horizon  at the end of the game every step that you take  i am walking the same beyond the horizon the night winds blow the theme of a melody from many moons ago the bells of st  mary  how sweetly they chime beyond the horizon i found you just in time it dark and it dreary i ponder in vain i am weakened  i am weary my repentance is plain beyond the horizon o er the treacherous sea i still can not believe that you have set aside your love for me beyond the horizon   neath crimson skies in the soft light of morning i will follow you with my eyes through countries and kingdoms and temples of stone beyond the horizon right down to the bone it late in the season never knew  never cared whatever the reason someone life has been spared beyond the horizon the sky is so blue i have got more than a lifetime to live lovin  you;2000s
365;The Christmas Blues;7;Christmas in the heart;2006;the jingle bells are jingling the streets are white with snow the happy crowds are mingling but there no one that i know i am sure that you will forgive me if i do not enthuse i guess i got the christmas blues i have done my window shopping there not a store i missed but what the use of stoppin  when there no one on your list you will know the way i am feeling when you love and you lose i guess i have got the christmas blues when somebody wants you somebody needs you christmas is a joy of joys but friends  when you are lonely you will find that it only a thing for little girls and little boys may all your days be merry your seasons full of cheer but till it january i will just go and disappear old santa may have brought you some stars for your shoes but santa only brought me the blues those brightly packaged tinsel covered christmas blues old santa may have brought you some stars for your shoes but santa only brought me the blues those brightly packaged tinsel covered christmas blues;2000s
366;Nettie Moore;8;Modern times;2006;lost john sitting on a railroad track something out of whack blues this morning falling down like hail gonna leave a greasy trail gonna travel the world is what i am gonna do then come back and see you all i ever do is struggle and strive if i do not do anybody any harm  i might make it back home alive i am the oldest son of a crazy man i am in a cowboy band got a pile of sins to pay for and i ai not got time to hide i would walk through a blazing fire  baby  if i knew you was on the other side oh  i miss you nettie moore and my happiness is o er winter gone  the river on the rise i loved you then and ever shall but there no one here left to tell the world has gone black before my eyes the world of research has gone berserk too much paperwork albert in the graveyard  frankie raising hell i am beginning to believe what the scriptures tell i am going where the southern crosses the yellow dogget away from these demagogues and these bad luck women stick like glue it either one or the other or neither of the two she says   look out daddy  do not want you to tear your pants you can get wrecked in this dance  they say whiskey will kill ya  but i do not think it will i am riding with you to the top of the hill oh  i miss you nettie moore and my happiness is o er winter gone  the river on the rise i loved you then and ever shall but there no one here left to tell the world has gone black before my eyes do not know why my baby never looked so good before i do not have to wonder no more she been cooking all day and it gonna take me all night i can not eat all that stuff in a single bite the judge is coming in  everybody rise lift up your eyes you can do what you please  you do not need my advice before you call me any dirty names you better think twice getting light outside  the temperature dropped i think the rain has stopped i am going to make you come to grips with fate when i am through with you  you will learn to keep your business straight oh  i miss you nettie moore and my happiness is o er winter gone  the river on the rise i loved you then and ever shall but there no one here left to tell the world has gone black before my eyes the bright spark of the steady lights has dimmed my sights when you are around all my grief gives  way a lifetime with you is like some heavenly day everything i have ever known to be right has been proven wrong i will be drifting along the woman i am a loving  she rules my heart no knife could ever cut our love apart today i will stand in faith and raise the voice of praise the sun is strong  i am standing in the light i wish to god that it were night oh  i miss you nettie moore and my happiness is o er winter gone  the river on the rise i loved you then and ever shall but there no one here left to tell the world has gone black before my eyes;2000s
367;O' Come All Ye Faithful (Adeste Fideles);8;Christmas in the heart;2006;adeste fideles  laeti triumphantes venite  venite in bethlehem natum videte regem angelorum venite  adoremus venite  adoremus venite  adoramus dominum o  come all ye faithful  joyful and triumphant oo come ye  o  come ye to bethlehem come and behold him born the king of angels o come  let us adore him o come  let us adore him o come  let us adore him christ  the lord sing  choirs of angels  sing in exultation sing  all ye citizens of heaven above glory to god in the highest o come  let us adore him o come  let us adore him o come  let us adore him christ  the lord;2000s
368;Have Yourself a Merry Little Christmas;9;Christmas in the heart;2006;have yourself a merry little christmas let your heart be light next year all our troubles will be out of sight have yourself a merry little christmas make the yuletide gay next year all our troubles will be miles away once again as in olden days happy gold days of yore faithful friends who are dear to us will be near to us once more someday soon we all will be together if the fates allow until then we will have to muddle through somehow so have yourself a merry little christmas now have yourself a merry little christmas make the yuletide gay next year all our troubles will be miles away once again as in olden days happy gold days of yore faithful friends who are dear to us will be near to us once more someday soon we all will be together if the fates allow so hang a shining star upon the highest bow and have yourself a merry little christmas now  have yourself a merry little christmas now ;2000s
